age,c_charge_degree,age_cat,sex,priors_count,days_b_screening_arrest,length_of_stay,c_days_from_compas,juv_other_count,juv_fel_count,juv_misd_count,race,two_year_recid
34,M,25 - 45,Male,0,-1,2,1,0,0,0,African-American,1
37,F,25 - 45,Male,7,-1,70,1,0,0,0,Caucasian,1
21,F,Less than 25,Male,1,-1,1,1,1,0,0,African-American,0
21,F,Less than 25,Male,0,-1,7,1,0,0,0,African-American,1
38,F,25 - 45,Female,3,-1,1,1,0,0,0,Caucasian,0
47,M,Greater than 45,Male,1,0,1,1,0,0,0,African-American,0
56,F,Greater than 45,Male,3,-1,191,1,0,0,0,Caucasian,0
27,F,25 - 45,Male,2,-1,246,1,0,0,0,African-American,1
23,M,Less than 25,Male,0,-1,1,1,0,0,0,African-American,0
57,F,Greater than 45,Male,0,-2,2,2,0,0,0,Caucasian,0
25,F,25 - 45,Male,9,-17,13,6,0,0,1,African-American,0
23,F,Less than 25,Female,2,16,116,20,0,0,0,African-American,1
32,F,25 - 45,Male,8,0,2,1,0,0,0,African-American,1
36,M,25 - 45,Female,2,-2,1,2,0,0,0,African-American,0
41,M,25 - 45,Male,5,-1,1,1006,0,0,0,African-American,0
39,F,25 - 45,Female,0,-1,1,1,0,0,0,Other,0
21,F,Less than 25,Male,1,-1,2,1,0,0,0,African-American,1
31,M,25 - 45,Male,2,-1,2,1,0,0,0,African-American,0
37,M,25 - 45,Male,0,-2,1,2,0,0,0,Caucasian,0
27,F,25 - 45,Male,0,-1,2,1,0,0,0,African-American,0
22,F,Less than 25,Male,2,-22,16,23,0,0,0,African-American,1
59,F,Greater than 45,Male,2,-19,19,19,0,0,0,Caucasian,0
33,F,25 - 45,Female,0,-1,29,1,0,0,0,African-American,1
43,F,25 - 45,Female,2,-1,2,1,0,0,0,African-American,0
25,F,25 - 45,Male,5,-1,102,1,0,0,0,Caucasian,1
23,F,Less than 25,Male,3,-1,4,1,0,0,0,African-American,1
43,M,25 - 45,Female,3,9,1,10,0,0,0,Caucasian,1
56,M,Greater than 45,Male,9,-24,20,24,0,0,0,Caucasian,1
20,F,Less than 25,Female,1,-1,4,1,0,0,0,African-American,1
50,M,Greater than 45,Male,2,-28,1,6,0,0,0,African-American,1
54,M,Greater than 45,Female,1,-4,3,4,0,0,0,Caucasian,0
20,F,Less than 25,Male,1,-1,2,1,0,0,0,African-American,1
36,M,25 - 45,Male,3,-1,46,1,0,0,0,Other,1
36,F,25 - 45,Female,3,0,0,1,0,0,0,African-American,1
56,M,Greater than 45,Male,0,-1,2,1,0,0,0,African-American,0
25,F,25 - 45,Male,2,-1,1,1,0,1,0,African-American,0
42,F,25 - 45,Female,1,-1,21,1,0,0,0,Caucasian,1
48,F,Greater than 45,Male,4,-1,1,1,0,0,0,African-American,0
34,M,25 - 45,Male,21,-1,6,1,0,1,0,African-American,1
28,F,25 - 45,Male,0,-1,1,1,0,0,0,Caucasian,0
32,F,25 - 45,Male,1,-1,1,1,0,0,0,Caucasian,0
31,F,25 - 45,Female,2,-1,2,1,0,0,0,Caucasian,0
24,F,Less than 25,Female,4,-1,6,1,0,0,0,African-American,1
25,F,25 - 45,Female,0,0,0,1,0,0,0,Caucasian,1
32,F,25 - 45,Female,4,-1,0,1,1,0,0,Caucasian,0
37,F,25 - 45,Male,20,0,36,0,0,0,0,African-American,1
24,F,Less than 25,Male,1,-1,2,1,0,0,0,African-American,1
48,M,Greater than 45,Male,0,0,1,1,0,0,0,African-American,0
35,F,25 - 45,Male,1,0,0,0,0,0,0,African-American,0
21,F,Less than 25,Male,1,-1,1,1,0,0,0,African-American,1
21,F,Less than 25,Female,0,-1,33,1,0,0,0,African-American,1
27,F,25 - 45,Female,0,-1,2,1,0,0,0,Caucasian,1
22,F,Less than 25,Male,0,-1,1,1,0,0,0,African-American,0
28,F,25 - 45,Male,4,0,0,1,0,0,0,African-American,0
26,M,25 - 45,Male,0,-1,1,1,0,0,0,African-American,0
23,M,Less than 25,Male,0,-1,1,1,0,0,0,Other,1
34,F,25 - 45,Male,0,-1,1,1,0,0,0,Caucasian,0
22,F,Less than 25,Male,3,-1,34,1,0,0,0,African-American,0
30,F,25 - 45,Male,5,-1,62,1,0,0,0,Other,1
44,F,25 - 45,Male,5,0,7,0,0,0,0,Caucasian,0
57,F,Greater than 45,Male,1,-1,17,1,0,0,0,Caucasian,0
22,F,Less than 25,Male,0,-1,5,1,1,0,0,African-American,1
24,F,Less than 25,Male,7,-1,68,1,0,0,0,African-American,1
20,F,Less than 25,Male,0,-1,1,1,0,0,0,Caucasian,0
53,M,Greater than 45,Male,1,-8,2,8,0,0,0,Hispanic,1
60,F,Greater than 45,Male,13,-13,1,13,0,0,0,African-American,0
22,F,Less than 25,Female,2,-1,1,1,0,0,0,African-American,0
43,M,25 - 45,Male,0,-1,1,1,0,0,0,Hispanic,0
72,F,Greater than 45,Male,7,-1,0,2,0,0,0,Caucasian,0
33,F,25 - 45,Male,3,-1,4,1,0,0,0,African-American,1
24,F,Less than 25,Male,1,-1,0,2,0,0,0,African-American,1
60,F,Greater than 45,Male,0,-1,218,1,0,0,0,African-American,0
24,F,Less than 25,Male,3,-1,7,1,0,0,0,Caucasian,1
30,M,25 - 45,Male,1,-5,2,5,0,0,0,African-American,0
43,M,25 - 45,Female,0,-1,30,1,0,0,0,Caucasian,0
48,M,Greater than 45,Male,1,-8,6,9,0,0,0,Hispanic,0
54,M,Greater than 45,Male,0,0,0,1,0,0,0,Other,0
45,M,Greater than 45,Male,1,-1,2,1,0,0,0,African-American,0
36,F,25 - 45,Male,0,-1,4,1,0,0,0,Other,0
31,M,25 - 45,Male,1,0,0,1,0,0,0,Caucasian,0
40,M,25 - 45,Male,0,-1,2,1,0,0,0,African-American,0
50,F,Greater than 45,Male,1,-4,2,4,0,0,0,Caucasian,0
26,M,25 - 45,Female,1,-24,1,1349,0,0,0,Other,0
41,F,25 - 45,Male,7,0,1,0,0,0,0,African-American,0
34,F,25 - 45,Male,5,-1,0,2,1,0,0,Caucasian,1
28,F,25 - 45,Female,0,-1,2,1,0,0,0,Caucasian,0
23,F,Less than 25,Male,2,0,0,0,2,0,0,Caucasian,1
37,M,25 - 45,Female,0,-2,1,2,0,0,0,Hispanic,1
35,M,25 - 45,Male,5,-1,0,2,0,0,0,Hispanic,0
21,F,Less than 25,Male,1,-1,49,1,1,0,0,Caucasian,1
22,M,Less than 25,Female,2,-1,35,1,0,0,1,African-American,1
29,F,25 - 45,Male,6,-1,36,1,0,0,0,African-American,1
30,M,25 - 45,Female,0,-2,1,2,0,0,0,African-American,0
45,M,Greater than 45,Male,3,-1,93,1,0,0,0,Caucasian,1
24,F,Less than 25,Female,2,-1,1,1,0,0,0,African-American,0
31,F,25 - 45,Male,4,0,29,0,0,0,0,Caucasian,1
56,M,Greater than 45,Male,0,-1,1,1,0,0,0,Caucasian,0
24,F,Less than 25,Male,14,-1,180,1,0,0,4,African-American,1
38,F,25 - 45,Male,11,-1,18,1,0,0,0,African-American,0
51,F,Greater than 45,Male,22,-1,35,1,0,0,0,African-American,1
22,F,Less than 25,Male,0,-1,1,1,0,0,0,Caucasian,0
28,M,25 - 45,Male,5,-1,1,1,0,0,0,African-American,0
47,F,Greater than 45,Male,19,-1,212,1,1,0,0,African-American,1
51,M,Greater than 45,Male,0,-1,30,1,0,0,0,African-American,1
25,M,25 - 45,Male,1,0,42,0,0,0,0,Caucasian,0
53,F,Greater than 45,Male,1,-1,1,1,0,0,0,Hispanic,0
30,F,25 - 45,Male,0,-1,2,1,0,0,0,African-American,0
33,F,25 - 45,Male,0,0,0,0,0,0,0,Caucasian,1
35,F,25 - 45,Male,5,-1,225,1,0,0,0,African-American,1
33,F,25 - 45,Female,0,-1,2,1,0,0,0,African-American,0
59,M,Greater than 45,Male,1,-25,1,25,0,0,0,Other,0
33,F,25 - 45,Female,1,-1,85,1,0,0,0,Caucasian,0
27,F,25 - 45,Male,2,-1,132,1,0,0,0,African-American,1
29,F,25 - 45,Female,9,-1,15,1,0,0,0,African-American,1
24,F,Less than 25,Male,3,-1,44,1,3,0,0,African-American,1
43,F,25 - 45,Male,5,-1,1,1,0,0,0,African-American,0
37,M,25 - 45,Male,11,-1,1,1,0,0,0,African-American,1
53,F,Greater than 45,Male,13,-1,91,1,0,0,0,African-American,0
26,F,25 - 45,Male,4,0,1,0,0,0,0,African-American,1
30,M,25 - 45,Female,1,-27,0,27,0,0,0,Caucasian,0
27,F,25 - 45,Male,6,0,2,0,0,0,0,African-American,1
39,F,25 - 45,Male,9,-1,1,1,0,0,0,Caucasian,1
37,M,25 - 45,Male,4,0,0,0,0,0,0,Caucasian,1
22,M,Less than 25,Male,3,0,11,1,0,0,0,Caucasian,1
25,F,25 - 45,Male,0,-1,2,1,0,0,0,Caucasian,0
26,F,25 - 45,Male,1,0,1,0,0,0,0,Hispanic,0
28,M,25 - 45,Female,0,-2,1,2,0,0,0,Caucasian,0
25,M,25 - 45,Male,0,-1,2,1,0,0,0,African-American,1
58,F,Greater than 45,Male,1,-1,3,1,0,0,0,Caucasian,0
29,M,25 - 45,Female,1,-2,2,2,0,0,0,Caucasian,1
33,F,25 - 45,Male,8,0,3,0,0,0,0,African-American,0
38,F,25 - 45,Male,0,-1,1,1,0,0,0,African-American,0
38,F,25 - 45,Male,2,-21,19,21,0,0,0,Caucasian,0
59,F,Greater than 45,Male,22,-1,69,1,0,0,0,African-American,1
29,M,25 - 45,Male,4,-1,1,1,0,0,0,Other,1
53,M,Greater than 45,Male,0,-1,4,1,0,0,0,Caucasian,1
33,F,25 - 45,Male,2,-1,1,1,0,0,0,African-American,1
58,M,Greater than 45,Male,1,-1,1,2,0,0,0,Caucasian,0
53,F,Greater than 45,Male,2,-1,41,1,0,0,0,Caucasian,0
32,M,25 - 45,Male,0,-1,18,1,0,0,0,Caucasian,1
35,F,25 - 45,Male,6,-1,11,1,0,0,0,African-American,1
39,F,25 - 45,Male,1,-1,1,1,0,0,0,Caucasian,0
36,M,25 - 45,Male,1,-14,14,14,0,0,0,Hispanic,0
42,M,25 - 45,Female,5,-1,6,1,0,0,0,Caucasian,1
37,M,25 - 45,Male,0,-1,1,1,0,0,0,African-American,0
39,F,25 - 45,Male,0,-1,3,1,0,0,0,Caucasian,0
52,M,Greater than 45,Female,3,-25,0,25,0,0,0,Caucasian,0
60,M,Greater than 45,Male,1,-1,1,1,0,0,0,Other,0
37,M,25 - 45,Male,2,-1,1,1,0,0,0,Hispanic,0
42,F,25 - 45,Male,4,-1,18,1,0,0,0,Caucasian,1
23,F,Less than 25,Male,6,0,1,0,0,0,0,African-American,1
42,M,25 - 45,Female,0,-1,1,1,0,0,0,African-American,1
28,F,25 - 45,Male,5,0,0,1,0,0,0,African-American,0
38,F,25 - 45,Male,12,-1,1,1,0,0,0,Caucasian,0
43,F,25 - 45,Female,2,-1,2,1,0,0,0,African-American,1
42,F,25 - 45,Male,0,-1,1,1,0,0,0,African-American,0
25,M,25 - 45,Female,0,-1,1,1,0,0,0,Caucasian,0
32,F,25 - 45,Male,7,0,37,0,0,0,0,African-American,1
21,F,Less than 25,Male,0,0,0,1,0,0,0,African-American,1
35,M,25 - 45,Female,1,-30,29,30,0,0,0,Caucasian,0
37,F,25 - 45,Male,0,-1,127,1,0,0,0,Caucasian,0
33,F,25 - 45,Female,2,0,0,0,0,0,0,African-American,0
51,F,Greater than 45,Female,4,-11,8,11,0,0,0,Caucasian,0
39,F,25 - 45,Male,3,-1,3,1,0,0,0,Caucasian,0
35,M,25 - 45,Male,5,-1,2,1,0,0,0,Hispanic,1
40,F,25 - 45,Male,3,-1,13,1,0,0,0,African-American,0
32,F,25 - 45,Male,17,0,0,0,0,0,0,African-American,1
32,F,25 - 45,Male,3,0,0,1,0,0,0,Caucasian,1
37,M,25 - 45,Male,0,-1,1,1,0,0,0,Other,0
32,F,25 - 45,Male,10,-1,1,1,0,0,0,African-American,1
47,M,Greater than 45,Male,5,0,0,0,0,0,0,Caucasian,1
23,M,Less than 25,Female,0,-1,1,1,0,0,0,Caucasian,0
63,F,Greater than 45,Male,10,0,2,0,0,0,0,Caucasian,1
38,F,25 - 45,Male,16,-1,242,1,0,0,1,African-American,1
32,M,25 - 45,Male,6,-1,2,1,0,0,0,African-American,1
31,F,25 - 45,Male,4,-1,24,1,0,0,0,African-American,1
23,F,Less than 25,Male,0,0,1,1,0,0,0,African-American,0
38,M,25 - 45,Male,1,-1,126,1,0,0,0,Hispanic,0
47,M,Greater than 45,Female,0,-3,0,3,0,0,0,Caucasian,0
33,F,25 - 45,Male,1,-1,10,1,0,0,0,Caucasian,1
22,F,Less than 25,Male,1,-11,9,11,0,0,0,Caucasian,0
40,M,25 - 45,Male,0,-1,1,1,0,0,0,Caucasian,1
36,F,25 - 45,Male,14,-1,174,1,0,10,0,African-American,1
65,M,Greater than 45,Female,0,0,1,1,0,0,0,Caucasian,0
22,M,Less than 25,Female,0,-1,1,1,0,0,0,African-American,0
34,M,25 - 45,Male,0,0,0,0,0,0,0,Hispanic,0
38,F,25 - 45,Female,0,-1,1,2,0,0,0,Hispanic,0
26,F,25 - 45,Female,4,-2,1,2,0,0,0,Caucasian,1
20,M,Less than 25,Male,0,-1,23,1,0,0,0,Hispanic,1
49,F,Greater than 45,Male,0,-3,1,3,0,0,0,Hispanic,0
52,F,Greater than 45,Male,2,0,5,0,0,0,0,Caucasian,1
25,M,25 - 45,Male,2,-1,1,1,0,0,0,Other,1
34,F,25 - 45,Male,5,-1,4,1,0,0,0,African-American,0
33,M,25 - 45,Male,1,-1,1,1,0,0,0,African-American,1
21,F,Less than 25,Male,1,-1,1,1,2,0,1,African-American,0
46,F,Greater than 45,Male,9,-1,5,1,0,0,0,African-American,0
57,M,Greater than 45,Male,1,-1,1,1,0,0,0,Caucasian,0
22,F,Less than 25,Male,2,0,0,0,1,0,0,African-American,1
48,M,Greater than 45,Female,1,-1,2,1,0,0,0,Caucasian,1
40,F,25 - 45,Male,21,-1,30,1,0,0,0,African-American,0
30,F,25 - 45,Female,1,-1,1,1,0,0,0,African-American,0
21,M,Less than 25,Male,4,-1,33,1,0,0,1,Caucasian,1
39,F,25 - 45,Female,22,-1,4,1,0,0,2,African-American,1
33,M,25 - 45,Female,0,-1,1,1,0,0,0,Caucasian,1
24,F,Less than 25,Male,0,0,0,2,0,0,0,African-American,0
43,F,25 - 45,Male,0,-1,1,1,0,0,0,African-American,1
45,M,Greater than 45,Female,0,0,1,0,0,0,0,Caucasian,0
51,F,Greater than 45,Male,3,-18,2,18,0,0,0,African-American,0
31,M,25 - 45,Male,9,-1,1,1,0,0,0,African-American,1
27,M,25 - 45,Male,0,-1,2,1,0,0,0,Caucasian,0
32,F,25 - 45,Male,1,-1,1,1,0,0,0,African-American,0
49,M,Greater than 45,Male,0,-3,1,3,0,0,0,Caucasian,0
29,F,25 - 45,Male,2,-1,27,1,0,0,0,African-American,0
23,F,Less than 25,Male,2,-1,1,1,0,0,1,African-American,1
30,M,25 - 45,Male,6,-1,1,1,0,0,0,Asian,0
30,M,25 - 45,Male,0,0,56,1,0,0,0,Caucasian,0
34,F,25 - 45,Male,13,-1,1,1,0,0,0,African-American,1
33,F,25 - 45,Male,4,0,0,1,0,0,0,African-American,0
28,M,25 - 45,Male,1,-1,1,1,0,0,0,African-American,0
29,F,25 - 45,Male,1,-1,41,1,0,0,0,African-American,0
38,M,25 - 45,Male,0,-1,1,1,0,0,0,Caucasian,0
37,F,25 - 45,Male,0,-1,1,1,0,0,0,Caucasian,0
33,M,25 - 45,Female,0,-1,1,1,0,0,0,Caucasian,1
30,F,25 - 45,Male,0,0,0,0,0,0,0,Hispanic,0
51,F,Greater than 45,Male,19,-1,13,1,1,1,0,African-American,0
65,M,Greater than 45,Male,7,-1,1,1,0,0,0,African-American,0
32,M,25 - 45,Female,1,-1,1,1,0,0,0,African-American,0
38,F,25 - 45,Male,5,-2,0,3,0,0,0,Caucasian,1
35,F,25 - 45,Male,1,-1,1,1,0,0,0,African-American,0
57,F,Greater than 45,Male,1,-26,1,26,0,0,0,Caucasian,0
26,F,25 - 45,Male,1,0,0,1,0,0,0,Caucasian,0
36,M,25 - 45,Female,4,-1,2,1,0,2,0,African-American,1
33,F,25 - 45,Female,2,-10,9,10,0,0,0,Hispanic,1
35,F,25 - 45,Male,3,-1,1,1,0,0,0,Caucasian,1
33,F,25 - 45,Male,0,-1,1,1,0,0,0,African-American,0
47,M,Greater than 45,Male,0,0,1,0,0,0,0,Caucasian,0
53,M,Greater than 45,Female,0,-1,1,1,0,0,0,Hispanic,0
35,M,25 - 45,Male,1,-15,4,16,0,0,0,Caucasian,1
36,F,25 - 45,Female,1,-1,1,1,0,0,0,African-American,1
25,M,25 - 45,Female,0,-1,1,1,0,0,0,Caucasian,0
52,F,Greater than 45,Male,10,0,149,1,0,0,0,Hispanic,0
51,F,Greater than 45,Male,6,0,2,0,0,0,0,Caucasian,1
24,F,Less than 25,Male,8,-1,215,1,4,0,0,African-American,1
32,F,25 - 45,Male,0,-1,1,1,0,0,0,Caucasian,1
43,F,25 - 45,Male,8,-1,349,1,0,0,0,African-American,1
45,M,Greater than 45,Male,20,-1,47,0,1,1,0,African-American,0
42,M,25 - 45,Male,10,-1,1,17,0,0,0,African-American,1
22,F,Less than 25,Male,1,-1,6,1,0,0,0,African-American,1
49,F,Greater than 45,Male,4,-26,1,26,0,0,0,African-American,0
42,F,25 - 45,Male,0,-3,34,4,0,0,0,African-American,1
40,M,25 - 45,Male,0,-1,30,1,0,0,0,Caucasian,1
25,F,25 - 45,Male,2,-1,1,1,0,0,1,African-American,1
25,M,25 - 45,Male,0,-1,2,2,0,0,0,Caucasian,1
23,F,Less than 25,Male,0,-1,2,1,0,0,0,African-American,0
21,F,Less than 25,Male,2,-1,1,1,0,0,0,Caucasian,1
31,M,25 - 45,Male,3,0,0,0,0,0,0,Caucasian,0
28,M,25 - 45,Female,0,0,1,0,0,0,0,African-American,0
24,F,Less than 25,Male,11,-1,51,1,0,0,0,African-American,1
45,F,Greater than 45,Male,0,0,37,0,0,0,0,Caucasian,0
23,M,Less than 25,Male,2,-1,1,1,0,0,0,African-American,1
39,F,25 - 45,Male,7,0,0,1,0,0,0,African-American,1
24,F,Less than 25,Male,1,-1,1,1,0,0,1,African-American,0
46,F,Greater than 45,Male,1,-1,1,1,0,0,0,Caucasian,0
47,F,Greater than 45,Male,3,-1,2,1,0,0,0,Caucasian,0
22,M,Less than 25,Male,1,-1,1,1,1,0,0,African-American,1
34,M,25 - 45,Female,0,-2,1,2,0,0,0,Caucasian,0
33,M,25 - 45,Male,0,0,0,0,0,0,0,Caucasian,1
29,F,25 - 45,Male,16,-1,1,1,1,0,0,African-American,1
34,M,25 - 45,Male,3,-6,5,6,0,0,0,Hispanic,0
29,M,25 - 45,Male,0,0,1,0,0,0,0,African-American,0
25,M,25 - 45,Female,2,-1,1,1,0,0,0,Caucasian,1
34,F,25 - 45,Male,16,-1,1,1,0,0,0,Caucasian,1
55,F,Greater than 45,Female,1,-1,1,1,0,0,0,African-American,0
27,F,25 - 45,Male,0,-1,1,1,0,0,0,African-American,1
26,M,25 - 45,Male,0,-1,1,1,0,0,0,African-American,0
39,F,25 - 45,Male,19,-1,180,1,1,2,2,African-American,1
24,F,Less than 25,Male,1,0,0,0,0,0,0,African-American,0
29,M,25 - 45,Male,0,0,1,0,0,0,0,Caucasian,0
50,F,Greater than 45,Male,13,0,243,0,0,0,0,African-American,1
25,F,25 - 45,Male,2,-1,1,1,0,0,0,Hispanic,1
31,F,25 - 45,Male,4,-12,2,12,0,0,0,African-American,1
31,M,25 - 45,Male,0,-1,0,1,0,0,0,Other,0
26,F,25 - 45,Male,2,-1,1,1,0,1,0,Caucasian,0
54,F,Greater than 45,Male,2,0,97,0,0,0,0,Caucasian,0
33,F,25 - 45,Male,14,-1,1,1,0,0,0,African-American,1
22,M,Less than 25,Male,0,-1,1,1,0,0,0,African-American,1
35,F,25 - 45,Male,8,0,239,0,0,0,1,African-American,0
30,F,25 - 45,Female,4,-27,2,1,0,0,0,Other,1
25,F,25 - 45,Male,0,-1,1,1,0,0,0,African-American,0
25,F,25 - 45,Male,0,0,0,1,0,0,0,African-American,0
44,F,25 - 45,Male,0,-1,1,1,0,0,0,African-American,1
29,F,25 - 45,Female,2,-1,9,1,0,0,0,Caucasian,1
46,F,Greater than 45,Male,2,-23,2,23,0,0,0,Caucasian,1
53,M,Greater than 45,Male,0,0,4,0,0,0,0,Caucasian,0
24,F,Less than 25,Male,2,-1,2,1,0,0,0,African-American,1
52,F,Greater than 45,Female,2,-1,1,1,0,0,0,African-American,1
27,M,25 - 45,Male,0,-1,1,1,0,0,0,African-American,1
41,F,25 - 45,Male,0,-1,1,1,0,0,0,Caucasian,0
21,F,Less than 25,Female,0,-2,1,2,0,0,0,African-American,1
24,F,Less than 25,Male,1,0,0,0,0,0,0,Caucasian,0
23,M,Less than 25,Male,0,-1,1,2,0,0,0,Caucasian,0
42,F,25 - 45,Male,0,-1,1,1,0,0,0,African-American,0
24,F,Less than 25,Male,5,-1,1,1,0,5,0,African-American,1
26,F,25 - 45,Male,4,-1,1,1,0,0,0,African-American,1
50,F,Greater than 45,Male,9,-1,425,1,0,0,0,Caucasian,1
32,M,25 - 45,Female,3,-1,1,1,0,0,0,African-American,0
40,F,25 - 45,Male,13,-1,1,1,0,0,0,African-American,0
27,F,25 - 45,Male,2,0,0,1,0,0,0,African-American,0
23,F,Less than 25,Male,0,-1,1,1,0,0,0,Caucasian,1
37,M,25 - 45,Male,22,-1,2,61,0,0,0,African-American,1
32,M,25 - 45,Male,1,-1,4,1,0,0,0,African-American,1
52,M,Greater than 45,Male,4,-1,2,1,0,0,0,Caucasian,1
29,F,25 - 45,Male,2,-1,4,1,0,0,0,Caucasian,0
49,M,Greater than 45,Male,0,0,0,0,0,0,0,African-American,0
50,F,Greater than 45,Male,0,-2,2,2,0,0,0,Caucasian,0
26,F,25 - 45,Male,2,0,0,1,0,0,0,Caucasian,1
34,F,25 - 45,Female,0,-1,31,1,0,0,0,Caucasian,1
28,F,25 - 45,Female,1,-1,10,1,0,0,0,Caucasian,0
30,F,25 - 45,Male,0,0,0,0,0,0,0,African-American,1
24,F,Less than 25,Male,3,-1,2,1,0,0,0,African-American,1
25,M,25 - 45,Male,0,0,0,0,0,0,0,African-American,1
25,M,25 - 45,Male,4,-1,9,1,0,0,0,African-American,1
45,F,Greater than 45,Male,2,-1,1,1,0,0,0,Caucasian,0
26,F,25 - 45,Male,1,-1,3,1,0,0,0,Caucasian,1
37,F,25 - 45,Male,2,-1,29,1,0,0,0,Other,0
24,M,Less than 25,Male,0,-1,2,1,0,0,0,Hispanic,0
40,M,25 - 45,Male,2,-1,2,1,0,0,0,Caucasian,0
33,F,25 - 45,Female,0,-2,1,2,0,0,0,Hispanic,0
53,F,Greater than 45,Male,18,0,1,0,0,0,0,Hispanic,0
55,M,Greater than 45,Male,0,-7,6,7,0,0,0,Hispanic,0
30,F,25 - 45,Male,6,-1,18,1,0,0,0,Other,1
21,F,Less than 25,Male,1,-15,15,15,0,0,0,African-American,1
55,M,Greater than 45,Male,0,-1,1,1,0,0,0,Caucasian,0
22,F,Less than 25,Male,1,-1,1,1,0,0,0,Caucasian,1
23,F,Less than 25,Female,1,-6,1,6,0,0,0,African-American,0
57,F,Greater than 45,Male,9,-1,59,1,0,0,0,Caucasian,1
33,M,25 - 45,Male,0,-2,1,2,0,0,0,Caucasian,1
32,F,25 - 45,Male,2,0,1,0,0,0,0,Caucasian,0
47,F,Greater than 45,Male,3,-1,13,1,0,0,0,Caucasian,0
51,M,Greater than 45,Male,6,11,19,33,0,0,0,Caucasian,1
22,F,Less than 25,Male,1,-1,1,1,0,0,1,African-American,0
47,F,Greater than 45,Male,2,-1,2,1,0,0,0,Caucasian,0
28,F,25 - 45,Male,1,-21,0,22,0,0,0,Caucasian,1
28,F,25 - 45,Male,5,-1,35,2,0,0,0,African-American,0
44,M,25 - 45,Female,1,0,6,1,0,0,0,Caucasian,1
25,F,25 - 45,Male,0,0,3,1,0,0,0,African-American,1
34,M,25 - 45,Male,4,-1,1,1,0,0,0,African-American,0
65,M,Greater than 45,Male,0,0,1,0,0,0,0,Caucasian,0
33,F,25 - 45,Male,5,0,119,1,0,0,0,Caucasian,1
23,M,Less than 25,Female,0,-1,1,1,0,0,0,Caucasian,0
44,M,25 - 45,Female,0,-2,1,2,0,0,0,Caucasian,0
24,M,Less than 25,Male,1,-1,1,1,0,0,0,African-American,0
51,M,Greater than 45,Male,1,-1,1,1,0,0,0,Caucasian,0
21,F,Less than 25,Female,0,-1,2,1,0,0,0,African-American,1
39,F,25 - 45,Male,6,-1,1,1,0,0,0,Caucasian,0
29,F,25 - 45,Male,29,-1,5,1,0,0,0,African-American,1
24,F,Less than 25,Male,1,-5,1,5,0,0,0,Caucasian,0
23,F,Less than 25,Female,0,-1,2,1,0,0,0,African-American,1
31,F,25 - 45,Male,11,0,0,1,2,0,0,African-American,1
35,M,25 - 45,Female,0,-1,1,1,0,0,0,African-American,0
30,F,25 - 45,Male,0,-1,1,1,0,0,0,Other,0
39,F,25 - 45,Female,4,-3,3,3,0,0,0,African-American,0
51,M,Greater than 45,Male,0,-1,1,1,0,0,0,Caucasian,0
22,F,Less than 25,Male,1,-1,237,4,1,0,0,Caucasian,0
29,F,25 - 45,Male,2,-24,23,24,0,0,0,Caucasian,0
32,F,25 - 45,Male,6,-1,3,1,0,0,0,Caucasian,1
33,M,25 - 45,Male,3,-16,12,16,0,0,0,Caucasian,1
58,F,Greater than 45,Male,5,-1,1,1,0,0,0,Caucasian,1
54,F,Greater than 45,Male,0,-1,28,1,0,0,0,Other,0
33,F,25 - 45,Male,2,-1,28,5,0,0,0,African-American,1
48,F,Greater than 45,Male,10,0,175,0,0,0,0,African-American,0
23,M,Less than 25,Male,0,-1,3,1,0,0,0,African-American,0
23,F,Less than 25,Male,2,-1,15,1,0,0,0,Caucasian,1
47,M,Greater than 45,Male,1,0,1,1,0,0,0,Asian,0
21,F,Less than 25,Male,0,-1,2,1,0,0,0,Other,0
29,M,25 - 45,Male,0,-1,2,1,0,0,0,African-American,1
48,F,Greater than 45,Male,2,-1,1,1,0,0,0,Caucasian,0
37,M,25 - 45,Male,4,-1,83,1,0,0,0,Caucasian,1
50,F,Greater than 45,Male,3,-1,14,1,0,0,0,Caucasian,0
19,F,Less than 25,Male,3,-1,2,1,0,0,0,African-American,1
49,F,Greater than 45,Male,13,-1,1,1,0,2,0,African-American,0
58,F,Greater than 45,Male,2,-1,5,1,0,0,0,Caucasian,0
31,F,25 - 45,Male,6,0,0,0,0,0,0,African-American,0
23,M,Less than 25,Male,1,-1,1,1,2,0,0,African-American,0
23,F,Less than 25,Female,0,0,1,1,0,0,0,African-American,1
31,F,25 - 45,Male,17,-1,1,1,0,0,0,Caucasian,1
33,F,25 - 45,Male,0,-1,84,1,0,0,0,Other,1
57,F,Greater than 45,Male,6,-23,1,24,0,0,0,Caucasian,0
31,M,25 - 45,Female,0,-3,1,3,0,0,0,Caucasian,0
57,F,Greater than 45,Male,19,-1,3,1,0,0,0,African-American,0
57,M,Greater than 45,Male,12,0,3,1,0,0,0,Caucasian,0
29,M,25 - 45,Male,6,-1,1,1,0,0,0,African-American,1
30,M,25 - 45,Male,0,0,0,0,0,0,0,African-American,1
45,F,Greater than 45,Male,11,-1,1,1,0,0,0,African-American,0
42,F,25 - 45,Male,0,0,0,0,0,0,0,Caucasian,0
48,F,Greater than 45,Male,7,-1,1,1,0,0,0,Other,0
29,F,25 - 45,Male,12,0,12,1,0,0,2,African-American,1
28,F,25 - 45,Female,0,-1,1,1,0,0,0,Caucasian,0
