age,priors_count,juv_other_count,juv_fel_count,juv_misd_count,sex,race,two_year_recid
35,5,0,0,0,Male,Hispanic,0
21,1,1,0,0,Male,Caucasian,1
22,2,0,0,1,Female,African-American,1
29,6,0,0,0,Male,African-American,1
30,0,0,0,0,Female,African-American,0
45,3,0,0,0,Male,Caucasian,1
24,2,0,0,0,Female,African-American,0
31,4,0,0,0,Male,Caucasian,1
56,0,0,0,0,Male,Caucasian,0
24,14,0,0,4,Male,African-American,1
38,11,0,0,0,Male,African-American,0
51,22,0,0,0,Male,African-American,1
22,0,0,0,0,Male,Caucasian,0
28,5,0,0,0,Male,African-American,0
47,19,1,0,0,Male,African-American,1
51,0,0,0,0,Male,African-American,1
25,1,0,0,0,Male,Caucasian,0
53,1,0,0,0,Male,Hispanic,0
30,0,0,0,0,Male,African-American,0
33,0,0,0,0,Male,Caucasian,1
35,5,0,0,0,Male,African-American,1
33,0,0,0,0,Female,African-American,0
59,1,0,0,0,Male,Other,0
33,1,0,0,0,Female,Caucasian,0
27,2,0,0,0,Male,African-American,1
29,9,0,0,0,Female,African-American,1
24,3,3,0,0,Male,African-American,1
43,5,0,0,0,Male,African-American,0
37,11,0,0,0,Male,African-American,1
53,13,0,0,0,Male,African-American,0
26,4,0,0,0,Male,African-American,1
30,1,0,0,0,Female,Caucasian,0
27,6,0,0,0,Male,African-American,1
39,9,0,0,0,Male,Caucasian,1
37,4,0,0,0,Male,Caucasian,1
22,3,0,0,0,Male,Caucasian,1
25,0,0,0,0,Male,Caucasian,0
26,1,0,0,0,Male,Hispanic,0
28,0,0,0,0,Female,Caucasian,0
25,0,0,0,0,Male,African-American,1
58,1,0,0,0,Male,Caucasian,0
29,1,0,0,0,Female,Caucasian,1
33,8,0,0,0,Male,African-American,0
38,0,0,0,0,Male,African-American,0
38,2,0,0,0,Male,Caucasian,0
59,22,0,0,0,Male,African-American,1
29,4,0,0,0,Male,Other,1
53,0,0,0,0,Male,Caucasian,1
33,2,0,0,0,Male,African-American,1
58,1,0,0,0,Male,Caucasian,0
53,2,0,0,0,Male,Caucasian,0
32,0,0,0,0,Male,Caucasian,1
35,6,0,0,0,Male,African-American,1
39,1,0,0,0,Male,Caucasian,0
36,1,0,0,0,Male,Hispanic,0
42,5,0,0,0,Female,Caucasian,1
37,0,0,0,0,Male,African-American,0
39,0,0,0,0,Male,Caucasian,0
52,3,0,0,0,Female,Caucasian,0
60,1,0,0,0,Male,Other,0
37,2,0,0,0,Male,Hispanic,0
42,4,0,0,0,Male,Caucasian,1
23,6,0,0,0,Male,African-American,1
42,0,0,0,0,Female,African-American,1
28,5,0,0,0,Male,African-American,0
38,12,0,0,0,Male,Caucasian,0
43,2,0,0,0,Female,African-American,1
42,0,0,0,0,Male,African-American,0
25,0,0,0,0,Female,Caucasian,0
32,7,0,0,0,Male,African-American,1
21,0,0,0,0,Male,African-American,1
35,1,0,0,0,Female,Caucasian,0
37,0,0,0,0,Male,Caucasian,0
33,2,0,0,0,Female,African-American,0
51,4,0,0,0,Female,Caucasian,0
39,3,0,0,0,Male,Caucasian,0
35,5,0,0,0,Male,Hispanic,1
40,3,0,0,0,Male,African-American,0
32,17,0,0,0,Male,African-American,1
32,3,0,0,0,Male,Caucasian,1
37,0,0,0,0,Male,Other,0
32,10,0,0,0,Male,African-American,1
47,5,0,0,0,Male,Caucasian,1
23,0,0,0,0,Female,Caucasian,0
63,10,0,0,0,Male,Caucasian,1
38,16,0,0,1,Male,African-American,1
32,6,0,0,0,Male,African-American,1
31,4,0,0,0,Male,African-American,1
23,0,0,0,0,Male,African-American,0
38,1,0,0,0,Male,Hispanic,0
47,0,0,0,0,Female,Caucasian,0
33,1,0,0,0,Male,Caucasian,1
22,1,0,0,0,Male,Caucasian,0
40,0,0,0,0,Male,Caucasian,1
36,14,0,10,0,Male,African-American,1
65,0,0,0,0,Female,Caucasian,0
22,0,0,0,0,Female,African-American,0
34,0,0,0,0,Male,Hispanic,0
38,0,0,0,0,Female,Hispanic,0
26,4,0,0,0,Female,Caucasian,1
20,0,0,0,0,Male,Hispanic,1
49,0,0,0,0,Male,Hispanic,0
52,2,0,0,0,Male,Caucasian,1
25,2,0,0,0,Male,Other,1
34,5,0,0,0,Male,African-American,0
33,1,0,0,0,Male,African-American,1
21,1,2,0,1,Male,African-American,0
46,9,0,0,0,Male,African-American,0
57,1,0,0,0,Male,Caucasian,0
22,2,1,0,0,Male,African-American,1
48,1,0,0,0,Female,Caucasian,1
40,21,0,0,0,Male,African-American,0
30,1,0,0,0,Female,African-American,0
21,4,0,0,1,Male,Caucasian,1
39,22,0,0,2,Female,African-American,1
33,0,0,0,0,Female,Caucasian,1
24,0,0,0,0,Male,African-American,0
43,0,0,0,0,Male,African-American,1
45,0,0,0,0,Female,Caucasian,0
51,3,0,0,0,Male,African-American,0
31,9,0,0,0,Male,African-American,1
27,0,0,0,0,Male,Caucasian,0
32,1,0,0,0,Male,African-American,0
49,0,0,0,0,Male,Caucasian,0
29,2,0,0,0,Male,African-American,0
23,2,0,0,1,Male,African-American,1
30,6,0,0,0,Male,Asian,0
30,0,0,0,0,Male,Caucasian,0
34,13,0,0,0,Male,African-American,1
33,4,0,0,0,Male,African-American,0
28,1,0,0,0,Male,African-American,0
29,1,0,0,0,Male,African-American,0
38,0,0,0,0,Male,Caucasian,0
37,0,0,0,0,Male,Caucasian,0
33,0,0,0,0,Female,Caucasian,1
30,0,0,0,0,Male,Hispanic,0
51,19,1,1,0,Male,African-American,0
65,7,0,0,0,Male,African-American,0
32,1,0,0,0,Female,African-American,0
38,5,0,0,0,Male,Caucasian,1
35,1,0,0,0,Male,African-American,0
57,1,0,0,0,Male,Caucasian,0
26,1,0,0,0,Male,Caucasian,0
36,4,0,2,0,Female,African-American,1
33,2,0,0,0,Female,Hispanic,1
35,3,0,0,0,Male,Caucasian,1
33,0,0,0,0,Male,African-American,0
47,0,0,0,0,Male,Caucasian,0
53,0,0,0,0,Female,Hispanic,0
35,1,0,0,0,Male,Caucasian,1
36,1,0,0,0,Female,African-American,1
25,0,0,0,0,Female,Caucasian,0
52,10,0,0,0,Male,Hispanic,0
51,6,0,0,0,Male,Caucasian,1
24,8,4,0,0,Male,African-American,1
32,0,0,0,0,Male,Caucasian,1
43,8,0,0,0,Male,African-American,1
45,20,1,1,0,Male,African-American,0
42,10,0,0,0,Male,African-American,1
22,1,0,0,0,Male,African-American,1
49,4,0,0,0,Male,African-American,0
42,0,0,0,0,Male,African-American,1
40,0,0,0,0,Male,Caucasian,1
25,2,0,0,1,Male,African-American,1
25,0,0,0,0,Male,Caucasian,1
23,0,0,0,0,Male,African-American,0
21,2,0,0,0,Male,Caucasian,1
31,3,0,0,0,Male,Caucasian,0
28,0,0,0,0,Female,African-American,0
24,11,0,0,0,Male,African-American,1
45,0,0,0,0,Male,Caucasian,0
23,2,0,0,0,Male,African-American,1
39,7,0,0,0,Male,African-American,1
24,1,0,0,1,Male,African-American,0
46,1,0,0,0,Male,Caucasian,0
47,3,0,0,0,Male,Caucasian,0
22,1,1,0,0,Male,African-American,1
34,0,0,0,0,Female,Caucasian,0
33,0,0,0,0,Male,Caucasian,1
29,16,1,0,0,Male,African-American,1
34,3,0,0,0,Male,Hispanic,0
29,0,0,0,0,Male,African-American,0
25,2,0,0,0,Female,Caucasian,1
34,16,0,0,0,Male,Caucasian,1
55,1,0,0,0,Female,African-American,0
27,0,0,0,0,Male,African-American,1
26,0,0,0,0,Male,African-American,0
39,19,1,2,2,Male,African-American,1
24,1,0,0,0,Male,African-American,0
29,0,0,0,0,Male,Caucasian,0
50,13,0,0,0,Male,African-American,1
25,2,0,0,0,Male,Hispanic,1
31,4,0,0,0,Male,African-American,1
31,0,0,0,0,Male,Other,0
26,2,0,1,0,Male,Caucasian,0
54,2,0,0,0,Male,Caucasian,0
33,14,0,0,0,Male,African-American,1
22,0,0,0,0,Male,African-American,1
35,8,0,0,1,Male,African-American,0
30,4,0,0,0,Female,Other,1
25,0,0,0,0,Male,African-American,0
25,0,0,0,0,Male,African-American,0
44,0,0,0,0,Male,African-American,1
29,2,0,0,0,Female,Caucasian,1
46,2,0,0,0,Male,Caucasian,1
53,0,0,0,0,Male,Caucasian,0
24,2,0,0,0,Male,African-American,1
52,2,0,0,0,Female,African-American,1
27,0,0,0,0,Male,African-American,1
41,0,0,0,0,Male,Caucasian,0
21,0,0,0,0,Female,African-American,1
24,1,0,0,0,Male,Caucasian,0
23,0,0,0,0,Male,Caucasian,0
42,0,0,0,0,Male,African-American,0
24,5,0,5,0,Male,African-American,1
26,4,0,0,0,Male,African-American,1
50,9,0,0,0,Male,Caucasian,1
32,3,0,0,0,Female,African-American,0
40,13,0,0,0,Male,African-American,0
27,2,0,0,0,Male,African-American,0
23,0,0,0,0,Male,Caucasian,1
37,22,0,0,0,Male,African-American,1
32,1,0,0,0,Male,African-American,1
52,4,0,0,0,Male,Caucasian,1
29,2,0,0,0,Male,Caucasian,0
49,0,0,0,0,Male,African-American,0
50,0,0,0,0,Male,Caucasian,0
26,2,0,0,0,Male,Caucasian,1
34,0,0,0,0,Female,Caucasian,1
28,1,0,0,0,Female,Caucasian,0
30,0,0,0,0,Male,African-American,1
24,3,0,0,0,Male,African-American,1
25,0,0,0,0,Male,African-American,1
25,4,0,0,0,Male,African-American,1
45,2,0,0,0,Male,Caucasian,0
26,1,0,0,0,Male,Caucasian,1
37,2,0,0,0,Male,Other,0
24,0,0,0,0,Male,Hispanic,0
40,2,0,0,0,Male,Caucasian,0
33,0,0,0,0,Female,Hispanic,0
53,18,0,0,0,Male,Hispanic,0
55,0,0,0,0,Male,Hispanic,0
30,6,0,0,0,Male,Other,1
21,1,0,0,0,Male,African-American,1
55,0,0,0,0,Male,Caucasian,0
22,1,0,0,0,Male,Caucasian,1
23,1,0,0,0,Female,African-American,0
57,9,0,0,0,Male,Caucasian,1
33,0,0,0,0,Male,Caucasian,1
32,2,0,0,0,Male,Caucasian,0
47,3,0,0,0,Male,Caucasian,0
51,6,0,0,0,Male,Caucasian,1
22,1,0,0,1,Male,African-American,0
47,2,0,0,0,Male,Caucasian,0
28,1,0,0,0,Male,Caucasian,1
28,5,0,0,0,Male,African-American,0
44,1,0,0,0,Female,Caucasian,1
25,0,0,0,0,Male,African-American,1
34,4,0,0,0,Male,African-American,0
65,0,0,0,0,Male,Caucasian,0
33,5,0,0,0,Male,Caucasian,1
23,0,0,0,0,Female,Caucasian,0
44,0,0,0,0,Female,Caucasian,0
24,1,0,0,0,Male,African-American,0
51,1,0,0,0,Male,Caucasian,0
21,0,0,0,0,Female,African-American,1
39,6,0,0,0,Male,Caucasian,0
29,29,0,0,0,Male,African-American,1
24,1,0,0,0,Male,Caucasian,0
23,0,0,0,0,Female,African-American,1
31,11,2,0,0,Male,African-American,1
35,0,0,0,0,Female,African-American,0
30,0,0,0,0,Male,Other,0
39,4,0,0,0,Female,African-American,0
51,0,0,0,0,Male,Caucasian,0
22,1,1,0,0,Male,Caucasian,0
29,2,0,0,0,Male,Caucasian,0
32,6,0,0,0,Male,Caucasian,1
33,3,0,0,0,Male,Caucasian,1
58,5,0,0,0,Male,Caucasian,1
54,0,0,0,0,Male,Other,0
33,2,0,0,0,Male,African-American,1
48,10,0,0,0,Male,African-American,0
23,0,0,0,0,Male,African-American,0
23,2,0,0,0,Male,Caucasian,1
47,1,0,0,0,Male,Asian,0
21,0,0,0,0,Male,Other,0
29,0,0,0,0,Male,African-American,1
48,2,0,0,0,Male,Caucasian,0
37,4,0,0,0,Male,Caucasian,1
50,3,0,0,0,Male,Caucasian,0
19,3,0,0,0,Male,African-American,1
49,13,0,2,0,Male,African-American,0
58,2,0,0,0,Male,Caucasian,0
31,6,0,0,0,Male,African-American,0
23,1,2,0,0,Male,African-American,0
23,0,0,0,0,Female,African-American,1
31,17,0,0,0,Male,Caucasian,1
33,0,0,0,0,Male,Other,1
57,6,0,0,0,Male,Caucasian,0
31,0,0,0,0,Female,Caucasian,0
57,19,0,0,0,Male,African-American,0
57,12,0,0,0,Male,Caucasian,0
29,6,0,0,0,Male,African-American,1
30,0,0,0,0,Male,African-American,1
45,11,0,0,0,Male,African-American,0
42,0,0,0,0,Male,Caucasian,0
48,7,0,0,0,Male,Other,0
29,12,0,0,2,Male,African-American,1
28,0,0,0,0,Female,Caucasian,0
25,1,0,0,0,Male,African-American,1
34,3,0,0,0,Female,Caucasian,0
27,0,0,0,0,Male,African-American,0
39,4,0,0,0,Male,African-American,0
27,4,0,0,0,Male,African-American,1
30,7,1,0,0,Male,Caucasian,1
31,15,1,3,0,Male,African-American,1
20,1,1,0,0,Male,African-American,1
26,2,0,0,0,Male,Caucasian,1
34,0,0,0,0,Male,Caucasian,1
27,0,0,0,0,Male,Caucasian,0
29,4,0,0,0,Male,African-American,0
27,7,0,0,0,Male,African-American,0
24,0,0,0,0,Female,Caucasian,0
29,0,0,0,0,Male,African-American,1
20,0,0,0,0,Male,Caucasian,0
23,0,0,0,0,Female,Caucasian,0
48,0,0,0,0,Female,African-American,0
34,0,0,0,0,Male,African-American,1
46,1,0,0,0,Male,African-American,1
41,3,0,0,0,Female,Caucasian,0
26,3,0,0,0,Male,African-American,1
37,11,0,0,0,Male,African-American,1
22,2,0,0,0,Female,Caucasian,0
32,7,0,0,0,Male,African-American,0
44,0,0,0,0,Male,African-American,0
60,3,0,0,0,Male,African-American,0
49,0,0,0,0,Male,Caucasian,0
30,10,0,0,0,Male,African-American,1
52,0,0,0,0,Male,Caucasian,0
34,0,0,0,0,Male,African-American,0
55,5,0,0,0,Male,African-American,1
33,0,0,0,0,Male,African-American,0
22,0,0,0,0,Male,African-American,1
27,0,0,0,0,Female,African-American,0
20,0,2,0,0,Male,African-American,1
33,0,0,0,0,Male,Caucasian,0
26,0,0,0,0,Male,African-American,0
29,0,0,0,0,Male,African-American,0
32,1,0,0,0,Male,African-American,0
37,4,0,0,0,Male,Caucasian,0
31,15,0,0,0,Male,African-American,0
29,6,0,0,0,Male,African-American,1
31,6,0,0,0,Male,African-American,0
36,2,0,0,0,Female,Caucasian,0
37,1,0,0,0,Female,African-American,0
34,5,0,0,0,Male,Caucasian,1
20,1,0,0,0,Male,Caucasian,1
24,8,2,0,0,Male,Caucasian,1
29,8,0,0,1,Male,African-American,1
45,1,0,0,0,Female,African-American,0
34,2,0,0,0,Male,Caucasian,1
70,0,0,0,0,Male,African-American,0
23,4,0,1,0,Male,African-American,0
27,5,0,0,0,Male,Caucasian,0
44,6,0,0,0,Male,Caucasian,1
26,0,0,0,0,Male,African-American,0
23,2,0,0,0,Female,Caucasian,0
27,3,0,0,0,Male,African-American,1
46,1,0,0,0,Female,Caucasian,0
27,1,0,1,0,Female,African-American,0
45,7,0,0,0,Male,Caucasian,0
42,1,0,0,0,Male,African-American,0
24,3,0,0,1,Female,Caucasian,1
20,2,1,1,1,Male,African-American,1
49,3,0,0,0,Male,Caucasian,0
29,0,0,0,0,Male,Hispanic,0
52,1,0,0,0,Female,Caucasian,0
37,4,0,0,0,Male,Hispanic,1
26,1,0,0,0,Male,African-American,0
53,15,0,0,0,Male,African-American,1
47,1,0,0,0,Male,Hispanic,0
38,0,0,0,0,Male,African-American,1
25,1,0,0,0,Male,African-American,0
21,1,0,1,0,Male,African-American,1
48,0,0,0,0,Male,African-American,0
24,0,0,0,0,Female,Other,0
22,0,0,0,0,Male,African-American,1
38,2,0,0,0,Male,Caucasian,0
23,0,0,0,0,Male,Other,1
54,2,0,0,0,Male,Other,0
24,1,0,0,0,Male,Hispanic,0
44,0,0,0,0,Female,Caucasian,1
64,0,0,0,0,Male,Caucasian,0
38,5,0,0,0,Male,Caucasian,1
45,0,0,0,0,Female,Other,0
49,1,0,0,0,Male,African-American,0
33,0,0,0,0,Male,Asian,0
44,2,0,0,0,Male,Hispanic,0
51,3,0,0,0,Male,African-American,0
50,0,0,0,0,Male,African-American,0
33,2,0,0,2,Male,Caucasian,0
54,0,0,0,0,Female,Caucasian,0
28,3,0,0,0,Male,Hispanic,1
42,17,0,0,0,Male,African-American,1
34,3,0,0,0,Male,Caucasian,0
38,2,0,0,0,Male,Caucasian,1
21,1,0,0,0,Male,African-American,1
33,5,0,0,0,Male,African-American,0
32,9,1,0,0,Male,African-American,1
45,1,0,0,0,Male,Caucasian,0
30,1,0,0,0,Male,Caucasian,1
29,0,0,0,0,Female,African-American,0
51,0,0,0,0,Female,Caucasian,1
28,0,0,0,0,Female,African-American,0
27,1,0,0,0,Male,Caucasian,0
28,16,0,0,0,Male,Hispanic,1
30,0,0,0,0,Female,African-American,0
32,0,0,0,0,Male,African-American,0
27,5,0,0,0,Male,Caucasian,0
21,1,0,0,0,Male,Hispanic,1
21,0,0,0,0,Male,African-American,0
34,0,0,0,0,Female,Caucasian,1
24,7,0,0,0,Male,African-American,1
32,0,0,0,0,Male,Caucasian,0
38,5,0,0,0,Female,Caucasian,1
56,3,0,0,0,Male,African-American,0
44,0,0,0,0,Female,African-American,0
31,1,0,0,0,Male,African-American,1
25,6,0,0,0,Female,Caucasian,0
20,0,0,0,0,Female,African-American,0
35,1,0,0,0,Male,African-American,0
33,1,0,0,0,Male,African-American,1
24,0,0,0,0,Male,African-American,0
40,2,0,0,0,Female,Hispanic,0
27,9,0,0,0,Male,African-American,1
38,9,0,0,0,Male,African-American,1
20,0,1,0,0,Male,Caucasian,1
30,9,0,0,0,Male,African-American,1
36,9,0,0,0,Male,Caucasian,1
23,2,0,0,0,Male,African-American,1
39,21,0,0,0,Male,African-American,1
29,3,0,0,0,Male,Caucasian,1
58,2,0,0,0,Male,Caucasian,1
23,2,1,0,0,Male,Hispanic,0
23,3,0,0,0,Male,Caucasian,1
68,5,0,0,0,Female,African-American,0
26,2,0,0,0,Female,Caucasian,0
51,0,0,0,0,Male,African-American,1
25,0,0,0,0,Male,African-American,0
40,5,0,0,0,Male,African-American,1
51,14,0,0,0,Male,African-American,0
27,2,0,0,0,Male,African-American,1
49,11,0,0,0,Male,African-American,1
36,0,0,0,0,Male,Other,0
20,0,0,0,0,Male,African-American,0
21,2,0,0,0,Male,African-American,1
31,0,0,0,0,Female,African-American,0
57,0,0,0,0,Male,African-American,0
61,8,0,0,0,Female,Caucasian,1
35,3,0,0,0,Male,Hispanic,1
54,3,0,0,0,Male,African-American,1
39,0,0,0,0,Male,Caucasian,0
24,1,0,0,1,Male,African-American,0
29,0,0,0,0,Female,Hispanic,1
48,8,1,0,0,Male,African-American,1
30,6,1,0,0,Male,African-American,1
26,10,0,0,1,Male,African-American,1
37,12,0,0,0,Male,African-American,1
26,4,0,0,0,Male,African-American,1
29,7,0,0,0,Male,African-American,1
26,1,0,0,0,Male,African-American,1
60,2,0,0,0,Male,African-American,0
27,2,0,0,0,Male,Caucasian,1
22,1,1,0,0,Male,Caucasian,0
28,3,0,0,0,Male,African-American,0
33,13,0,0,0,Male,African-American,1
28,2,0,0,0,Male,African-American,0
55,0,0,0,0,Male,Caucasian,1
21,6,0,0,1,Male,African-American,1
28,2,0,0,0,Male,Hispanic,1
22,0,0,0,0,Female,Hispanic,0
29,6,0,0,0,Female,Caucasian,1
24,2,0,0,0,Male,African-American,1
50,12,0,0,0,Male,African-American,1
24,1,0,0,0,Male,African-American,1
47,1,0,0,0,Male,African-American,0
54,6,0,0,0,Male,Caucasian,0
42,0,0,0,0,Female,Caucasian,0
35,5,0,0,0,Male,Caucasian,0
30,0,0,0,0,Male,African-American,1
53,1,0,0,0,Male,Caucasian,0
31,2,0,0,0,Female,African-American,0
31,0,0,0,0,Male,African-American,1
23,4,0,0,0,Male,Other,0
47,9,0,0,0,Male,African-American,0
24,9,0,0,1,Male,African-American,1
22,2,0,0,1,Female,African-American,0
45,1,0,0,0,Male,Hispanic,0
30,2,0,0,0,Female,African-American,0
30,5,0,0,0,Male,Other,1
43,22,0,0,0,Female,Caucasian,1
50,0,0,0,0,Male,African-American,0
24,2,0,0,0,Female,Other,1
42,3,0,0,0,Female,Caucasian,0
29,1,0,0,0,Female,Caucasian,1
31,0,0,0,0,Male,Hispanic,0
25,5,0,0,0,Male,African-American,1
36,4,0,0,0,Male,African-American,0
24,1,0,0,0,Male,African-American,1
28,5,0,0,0,Male,Caucasian,0
31,0,0,0,0,Male,Caucasian,1
23,0,0,0,0,Male,African-American,0
29,4,0,0,0,Male,Caucasian,1
51,11,0,0,0,Male,African-American,1
34,1,0,0,0,Male,African-American,0
29,12,0,0,0,Male,African-American,1
39,13,0,0,1,Male,African-American,1
36,0,0,0,0,Female,Hispanic,0
59,15,0,0,0,Male,African-American,1
23,3,2,0,0,Male,African-American,1
31,15,0,0,0,Male,African-American,0
53,0,0,0,0,Male,Caucasian,0
34,12,0,0,0,Male,African-American,0
63,1,0,0,0,Female,African-American,0
21,0,0,0,0,Male,Other,1
21,0,0,0,0,Female,African-American,1
47,28,0,0,0,Male,Caucasian,1
34,7,0,0,0,Male,African-American,1
58,4,0,0,0,Male,Caucasian,1
40,4,0,0,0,Female,Hispanic,1
36,16,0,3,0,Male,African-American,1
23,0,0,0,0,Female,African-American,0
34,5,0,0,0,Male,African-American,1
56,13,0,0,0,Male,Caucasian,0
52,0,0,0,0,Female,Caucasian,0
56,0,0,0,0,Male,African-American,0
37,0,0,0,0,Female,African-American,0
50,0,0,0,0,Female,Caucasian,0
25,1,0,0,0,Male,African-American,1
22,0,0,0,0,Male,African-American,1
43,0,0,0,0,Female,Caucasian,1
30,1,0,0,0,Male,Caucasian,0
29,0,0,0,0,Male,Asian,0
24,0,0,0,0,Male,Caucasian,0
29,7,0,0,0,Male,African-American,1
24,0,0,0,0,Female,Caucasian,0
74,0,0,0,0,Female,African-American,0
27,8,1,0,0,Male,African-American,1
37,1,0,0,0,Male,Hispanic,1
29,5,0,0,0,Male,Caucasian,0
35,5,0,0,0,Female,African-American,0
29,1,0,0,0,Male,African-American,1
36,1,0,0,0,Male,Caucasian,0
26,2,0,0,0,Male,Caucasian,0
26,1,0,0,0,Female,African-American,0
39,11,0,0,1,Female,Caucasian,1
22,3,0,0,1,Male,African-American,1
28,0,0,0,0,Male,Caucasian,0
51,1,0,0,0,Male,Caucasian,1
35,0,0,0,0,Female,Hispanic,0
23,0,0,0,0,Female,African-American,0
29,6,0,1,2,Male,African-American,1
20,0,0,0,0,Male,Other,1
24,1,2,0,0,Male,African-American,1
23,2,0,0,1,Female,Hispanic,0
33,5,0,0,0,Female,African-American,0
21,1,0,1,0,Male,Caucasian,1
59,3,0,0,0,Male,Caucasian,0
26,4,0,0,0,Male,Caucasian,1
38,2,0,0,0,Male,Other,0
28,2,0,0,0,Male,Hispanic,0
23,2,0,0,0,Male,Hispanic,1
21,1,2,0,0,Male,African-American,1
52,0,0,0,0,Male,African-American,1
56,12,0,0,0,Male,African-American,1
40,1,0,0,0,Male,Caucasian,0
48,8,0,0,0,Female,Caucasian,1
26,0,0,0,0,Female,African-American,0
66,1,0,0,0,Male,Caucasian,1
54,6,0,0,0,Female,African-American,0
31,4,0,0,0,Male,Caucasian,1
34,0,0,0,0,Male,Caucasian,0
25,9,0,0,0,Male,African-American,1
47,2,0,0,0,Male,Caucasian,0
51,12,1,0,0,Male,African-American,1
25,1,0,0,0,Male,Caucasian,0
25,0,0,0,0,Male,Other,1
31,2,0,0,0,Female,African-American,1
36,1,0,0,0,Male,Caucasian,0
49,0,0,0,0,Male,Caucasian,0
31,0,0,0,0,Male,African-American,0
30,1,1,0,0,Male,Caucasian,0
29,3,0,1,0,Male,African-American,1
53,6,0,0,0,Female,Caucasian,1
21,1,0,0,1,Male,African-American,1
21,0,0,0,0,Male,African-American,0
27,1,0,0,0,Female,African-American,1
65,0,0,0,0,Female,African-American,0
59,0,0,0,0,Female,Caucasian,0
59,0,0,0,0,Male,African-American,0
24,0,0,0,0,Male,African-American,0
40,0,0,0,0,Male,African-American,0
51,0,0,0,0,Male,African-American,1
34,10,0,1,0,Male,African-American,1
30,1,0,0,0,Male,Hispanic,1
52,1,0,0,0,Male,African-American,0
38,2,0,0,0,Male,African-American,1
22,0,0,0,0,Female,African-American,0
43,0,0,0,0,Male,African-American,0
32,5,0,0,0,Male,Caucasian,1
55,0,0,0,0,Male,African-American,0
26,2,0,0,0,Male,African-American,0
23,1,1,0,0,Male,Caucasian,0
47,0,0,0,0,Female,Other,0
28,1,0,0,0,Male,Caucasian,1
27,0,0,0,0,Male,Hispanic,1
61,2,0,0,0,Male,Hispanic,1
26,0,0,0,0,Male,African-American,0
28,1,0,0,0,Female,Caucasian,1
43,0,0,0,0,Male,African-American,1
33,21,0,0,0,Male,African-American,1
21,0,1,0,0,Male,Caucasian,0
32,0,1,0,0,Female,Caucasian,0
22,1,0,0,0,Male,African-American,1
51,3,0,0,0,Male,African-American,0
20,2,1,0,0,Male,African-American,1
35,2,0,0,0,Male,Caucasian,0
37,3,0,0,0,Female,African-American,0
28,0,0,0,0,Male,African-American,1
41,3,0,0,0,Male,Caucasian,1
24,0,0,0,0,Male,African-American,1
33,3,0,0,0,Female,African-American,0
30,4,0,0,0,Female,Caucasian,0
20,1,0,0,0,Male,African-American,1
42,1,0,0,0,Female,African-American,0
40,15,0,0,0,Female,African-American,1
39,0,0,0,0,Male,African-American,1
21,0,0,0,0,Male,African-American,0
39,2,0,0,0,Male,Caucasian,1
24,0,0,0,0,Male,Caucasian,0
41,0,0,0,0,Male,African-American,0
39,1,0,0,0,Male,African-American,0
24,3,0,0,0,Female,African-American,0
24,1,0,0,0,Female,African-American,0
29,0,0,0,0,Male,African-American,1
25,2,0,0,0,Male,Caucasian,1
23,0,0,0,0,Female,Caucasian,1
22,1,1,0,0,Male,African-American,1
26,4,0,0,0,Female,Other,1
26,3,0,0,3,Male,African-American,1
24,3,0,0,0,Female,African-American,1
44,0,0,0,0,Male,African-American,0
36,1,0,0,0,Male,Caucasian,1
39,10,0,0,0,Male,Caucasian,1
42,0,0,0,0,Male,Caucasian,0
45,1,0,0,0,Male,Caucasian,0
25,7,0,0,1,Male,African-American,1
33,0,0,0,0,Male,Caucasian,0
25,0,0,0,0,Male,Caucasian,0
32,5,0,0,1,Male,African-American,0
23,0,0,0,0,Male,African-American,0
39,0,0,0,0,Male,Caucasian,0
27,12,0,0,0,Male,African-American,1
35,4,0,0,0,Female,Caucasian,0
38,0,0,0,0,Female,African-American,0
30,4,0,0,0,Male,African-American,0
30,1,0,0,0,Male,Caucasian,0
30,0,0,0,0,Female,Caucasian,0
26,18,0,1,1,Male,African-American,1
31,2,0,0,0,Male,African-American,0
34,0,0,0,0,Male,Other,0
25,0,0,0,0,Female,African-American,0
26,1,0,0,0,Female,Caucasian,0
38,2,0,0,0,Male,African-American,1
37,0,0,0,0,Female,African-American,0
34,3,1,0,0,Male,Caucasian,0
38,0,0,0,0,Female,Hispanic,0
31,0,0,0,0,Female,African-American,0
29,0,0,0,0,Female,Caucasian,0
20,1,0,1,0,Male,Caucasian,1
22,0,0,0,0,Male,African-American,0
51,0,0,0,0,Female,Hispanic,0
24,2,0,0,0,Male,African-American,1
47,0,0,0,0,Male,African-American,1
36,1,0,0,0,Female,African-American,1
21,1,0,0,0,Male,African-American,0
25,3,0,0,1,Male,African-American,1
23,5,1,0,0,Male,African-American,1
23,0,0,0,0,Male,Other,0
24,0,0,0,0,Female,Caucasian,0
35,2,0,0,0,Male,Caucasian,1
23,0,0,0,0,Female,Hispanic,0
19,0,0,0,0,Female,African-American,1
32,0,0,0,0,Male,Caucasian,1
39,0,0,0,0,Female,Caucasian,1
30,12,0,4,0,Male,African-American,1
33,2,0,0,0,Male,African-American,0
36,0,0,0,0,Female,Caucasian,0
29,8,1,0,1,Male,African-American,1
40,0,0,0,0,Female,Caucasian,0
53,4,0,0,0,Male,African-American,0
28,0,0,0,0,Female,Caucasian,0
